MIRNA	GENES	REGION	TARGETG_CHR
hsa-miR-130b-3p	ANKRD28	intronic	chr3
hsa-miR-130a-3p	ANKRD28	intronic	chr3
hsa-miR-182-5p	OXNAD1,RFTN1	intronic	chr3
hsa-miR-17-5p	RFTN1	intronic	chr3
hsa-miR-18a-5p	RFTN1	intronic	chr3
hsa-miR-93-5p	RFTN1	intronic	chr3
hsa-miR-18a-5p	TBC1D5	intronic	chr3
hsa-miR-106b-5p	TBC1D5	intronic	chr3
hsa-miR-16-5p	AC132807.1,NONE	intergenic	chr3
hsa-miR-148a-3p	AC132807.1,NONE	intergenic	chr3
hsa-miR-17-5p	AC132807.1,NONE	intergenic	chr3
hsa-miR-93-5p	AC132807.1,NONE	intergenic	chr3
hsa-miR-615-3p	NONE,SATB1	intergenic	chr3
hsa-miR-19a-3p	NONE,SATB1	intergenic	chr3
hsa-miR-130a-3p	NONE,SATB1	intergenic	chr3
hsa-miR-320a	NONE,SATB1	intergenic	chr3
hsa-miR-17-5p	KCNH8,RNU6-138P	intergenic	chr3
hsa-miR-146b-5p	KCNH8,RNU6-138P	intergenic	chr3
hsa-miR-320a	KCNH8,RNU6-138P	intergenic	chr3
hsa-miR-1269a	KCNH8,RNU6-138P	intergenic	chr3
hsa-miR-574-5p	KCNH8,RNU6-138P	intergenic	chr3
hsa-miR-25-3p	KCNH8,RNU6-138P	intergenic	chr3
hsa-miR-320a	SGOL1-AS1	ncRNA_intronic	chr3
hsa-miR-16-5p	SGOL1-AS1	ncRNA_intronic	chr3
hsa-miR-548c-5p	RNU6-815P,RP11-669C19.1	intergenic	chr3
hsa-miR-548ax	RNU6-815P,RP11-669C19.1	intergenic	chr3
hsa-miR-192-5p	UBE2E1	exonic,intronic,splicing	chr3
hsa-miR-4279	UBE2E1	UTR3	chr3
hsa-miR-17-5p	NKIRAS1	UTR3	chr3
hsa-miR-18a-5p	NKIRAS1	intronic	chr3
hsa-miR-342-3p	RPL15	UTR5,exonic	chr3
hsa-miR-221-3p	RPL15	exonic	chr3
hsa-miR-149-5p	RPL15	exonic	chr3
hsa-miR-615-3p	RPL15	exonic	chr3
hsa-miR-10a-5p	RPL15	exonic	chr3
hsa-miR-92a-3p	RPL15	exonic	chr3
hsa-miR-221-5p	RPL15	UTR3	chr3
hsa-miR-149-5p	RPL15	UTR3	chr3
hsa-miR-193b-3p	RPL15	UTR3	chr3
hsa-miR-197-3p	RPL15	UTR3	chr3
hsa-miR-21-5p	THRB	UTR3	chr3
hsa-miR-20a-5p	THRB	intronic	chr3
hsa-miR-93-5p	THRB	intronic	chr3
hsa-miR-17-5p	THRB	intronic	chr3
hsa-miR-365a-3p	TOP2B	exonic,intronic,splicing	chr3
hsa-miR-27a-3p	NGLY1	exonic	chr3
hsa-miR-186-5p	SLC4A7	UTR3	chr3
hsa-miR-92a-3p	SLC4A7	exonic	chr3
hsa-miR-25-3p	SLC4A7	exonic	chr3
hsa-miR-122-5p	TGFBR2	intronic	chr3
hsa-miR-130a-3p	TGFBR2	UTR3	chr3
hsa-miR-93-5p	TGFBR2	UTR3	chr3
hsa-miR-17-5p	TGFBR2	UTR3	chr3
hsa-miR-23a-3p	TGFBR2	UTR3	chr3
hsa-miR-26a-5p	TGFBR2	UTR3	chr3
hsa-miR-146a-5p	TGFBR2	UTR3	chr3
hsa-miR-122-5p	TGFBR2	UTR3	chr3
hsa-miR-15b-5p	STT3B	exonic,intronic,splicing	chr3
hsa-miR-15b-5p	STT3B	exonic	chr3
hsa-miR-16-5p	STT3B	exonic	chr3
hsa-miR-16-5p	STT3B	exonic,intronic,splicing	chr3
hsa-miR-192-5p	CMTM8	exonic	chr3
hsa-miR-30a-5p	CMTM7	UTR3,exonic,splicing	chr3
hsa-miR-374a-5p	CMTM6	UTR3	chr3
hsa-miR-30a-5p	DYNC1LI1	exonic	chr3
hsa-miR-30a-5p	DYNC1LI1	exonic,splicing	chr3
hsa-miR-615-3p	CNOT10	exonic	chr3
hsa-miR-28-5p	TRIM71	UTR3	chr3
hsa-miR-27a-3p	TRIM71	UTR3	chr3
hsa-miR-23a-3p	TRIM71	UTR3	chr3
hsa-miR-23b-3p	TRIM71	UTR3	chr3
hsa-miR-96-5p	TRIM71	UTR3	chr3
hsa-miR-103a-3p	TRIM71	UTR3	chr3
hsa-miR-181a-5p	TRIM71	UTR3	chr3
hsa-miR-99a-5p	TRIM71	UTR3	chr3
hsa-miR-125b-5p	TRIM71	UTR3	chr3
hsa-miR-92a-3p	TRIM71	UTR3	chr3
hsa-miR-484	CRTAP	UTR3	chr3
hsa-miR-182-5p	UBP1	UTR3	chr3
hsa-miR-130a-3p	CLASP2	intronic	chr3
hsa-miR-23b-3p	PDCD6IP	exonic	chr3
hsa-miR-23a-3p	PDCD6IP	exonic	chr3
hsa-miR-760	PDCD6IP	UTR3,exonic	chr3
hsa-miR-532-5p	EPM2AIP1	UTR3	chr3
hsa-miR-320a	EPM2AIP1	UTR5	chr3
hsa-miR-320b	EPM2AIP1	UTR5	chr3
hsa-miR-423-5p	EPM2AIP1	UTR5	chr3
hsa-miR-33a-3p	GOLGA4	exonic	chr3
hsa-miR-21-5p	GOLGA4	UTR3	chr3
hsa-miR-374a-5p	GOLGA4	UTR3	chr3
hsa-miR-27a-3p	GOLGA4	UTR3	chr3
hsa-miR-26a-5p	MYD88	UTR3,downstream	chr3
hsa-miR-378a-3p	OXSR1	exonic	chr3
hsa-miR-195-5p	ACVR2B	UTR3	chr3
hsa-miR-16-5p	ACVR2B	UTR3	chr3
hsa-let-7e-5p	WDR48	exonic	chr3
hsa-miR-96-5p	CSRNP1	UTR3	chr3
hsa-miR-25-3p	RPSA	exonic	chr3
hsa-miR-1227-3p	RPSA	exonic	chr3
hsa-miR-25-3p	RPSA	exonic,splicing	chr3
hsa-miR-1227-3p	RPSA	exonic,splicing	chr3
hsa-miR-92b-3p	RPSA	exonic,splicing	chr3
hsa-miR-3200-3p	RPSA	exonic,splicing	chr3
hsa-miR-615-3p	RPSA	exonic,splicing	chr3
hsa-miR-22-3p	RPSA	exonic,splicing	chr3
hsa-miR-107	RPSA	exonic,splicing	chr3
hsa-miR-22-5p	RPSA	exonic,splicing	chr3
hsa-miR-769-3p	RPSA	exonic	chr3
hsa-let-7a-5p	RPSA	exonic	chr3
hsa-let-7e-5p	RPSA	exonic	chr3
hsa-let-7b-5p	RPSA	exonic	chr3
hsa-miR-17-5p	RPSA	exonic	chr3
hsa-miR-181a-5p	RPL14	exonic	chr3
hsa-miR-769-5p	RPL14	exonic	chr3
hsa-miR-23b-3p	ZNF620,ZNF621	intergenic	chr3
hsa-miR-27a-3p	CTNNB1	exonic,intronic,splicing	chr3
hsa-miR-503	CTNNB1	exonic,intronic,splicing	chr3
hsa-miR-25-3p	CTNNB1	exonic,intronic,splicing	chr3
hsa-miR-532-3p	CTNNB1	exonic	chr3
hsa-miR-1226-3p	CTNNB1	exonic	chr3
hsa-miR-93-5p	TRAK1,ULK4	intergenic	chr3
hsa-miR-17-5p	LYZL4	intronic	chr3
hsa-miR-19a-3p	LYZL4	intronic	chr3
hsa-let-7b-5p	LYZL4	intronic	chr3
hsa-miR-155-5p	LYZL4	intronic	chr3
hsa-miR-93-5p	RP4-613B23.1	ncRNA_intronic	chr3
hsa-miR-320a	RP4-613B23.1	ncRNA_intronic	chr3
hsa-miR-1301-3p	HIGD1A	UTR3	chr3
hsa-miR-93-5p	SNRK,SNRK-AS1	UTR3,ncRNA_exonic	chr3
hsa-miR-193b-3p	SNRK-AS1	ncRNA_intronic	chr3
hsa-miR-454-3p	ANO10,Y_RNA	intronic,ncRNA_exonic	chr3
hsa-miR-130b-3p	ANO10,Y_RNA	intronic,ncRNA_exonic	chr3
hsa-miR-106b-5p	ABHD5	UTR3	chr3
hsa-miR-17-5p	ABHD5	UTR3	chr3
hsa-miR-320a	TCAIM	exonic	chr3
hsa-miR-19a-3p	ZNF852	exonic	chr3
hsa-miR-324-3p	SACM1L	exonic	chr3
hsa-miR-374a-5p	SETD2	exonic	chr3
hsa-miR-455-3p	SETD2	exonic	chr3
hsa-miR-93-3p	SCAP	exonic	chr3
hsa-miR-484	SCAP	exonic	chr3
hsa-miR-93-5p	SMARCC1	UTR3	chr3
hsa-let-7f-5p	SMARCC1	exonic	chr3
hsa-let-7c-5p	SMARCC1	exonic	chr3
hsa-miR-29b-3p	SMARCC1	exonic	chr3
hsa-miR-93-3p	DHX30	exonic	chr3
hsa-miR-1226-3p	DHX30,MIR1226	exonic,ncRNA_exonic,splicing	chr3
hsa-miR-16-5p	DHX30	exonic	chr3
hsa-miR-100-5p	MAP4	UTR3	chr3
hsa-miR-19a-3p	MAP4	UTR3	chr3
hsa-miR-181b-5p	MAP4	exonic	chr3
hsa-miR-19a-3p	MAP4	exonic	chr3
hsa-miR-122-5p	MAP4	exonic	chr3
hsa-miR-23b-3p	MAP4	exonic	chr3
hsa-miR-320a	MAP4	exonic	chr3
hsa-miR-196a-5p	MAP4	exonic	chr3
hsa-miR-339-5p	MAP4	exonic	chr3
hsa-miR-532-3p	MAP4	exonic	chr3
hsa-miR-17-5p	CDC25A	UTR3	chr3
hsa-miR-484	CDC25A	exonic	chr3
hsa-let-7i-5p	CDC25A	exonic	chr3
hsa-miR-877-5p	SHISA5	UTR3	chr3
hsa-miR-21-5p	SHISA5	exonic	chr3
hsa-miR-93-5p	UQCRC1	exonic	chr3
hsa-miR-20a-5p	UQCRC1	exonic	chr3
hsa-miR-877-3p	UQCRC1	exonic	chr3
hsa-miR-27a-3p	UQCRC1	exonic	chr3
hsa-miR-30c-5p	UQCRC1	exonic	chr3
hsa-miR-320b	UQCRC1	exonic	chr3
hsa-miR-483-5p	CELSR3	UTR3	chr3
hsa-miR-21-5p	CELSR3,NCKIPSD,RP11-148G20.1	downstream,upstream	chr3
hsa-miR-30a-5p	CELSR3,NCKIPSD,RP11-148G20.1	downstream,upstream	chr3
hsa-miR-18a-3p	IP6K2	UTR3	chr3
hsa-miR-342-3p	RP13-131K19.2	ncRNA_intronic	chr3
hsa-miR-1296	DALRD3,WDR6	UTR3,exonic	chr3
hsa-miR-222-3p	DALRD3,WDR6	UTR3,exonic	chr3
hsa-miR-25-3p	NDUFAF3	UTR3	chr3
hsa-let-7a-5p	NDUFAF3	UTR3	chr3
hsa-miR-98-5p	NDUFAF3	UTR3	chr3
hsa-miR-615-3p	IMPDH2	exonic	chr3
hsa-miR-23a-3p	IMPDH2	exonic	chr3
hsa-miR-23b-3p	IMPDH2	exonic	chr3
hsa-miR-186-5p	QRICH1	UTR3	chr3
hsa-miR-27a-3p	QRICH1	UTR3,exonic	chr3
hsa-miR-17-5p	QARS	exonic	chr3
hsa-miR-221-3p	RHOA	UTR3	chr3
hsa-miR-186-5p	RHOA	UTR3	chr3
hsa-miR-122-5p	RHOA	UTR3	chr3
hsa-miR-146b-5p	RHOA	exonic,splicing	chr3
hsa-miR-320c	RHOA	exonic,splicing	chr3
hsa-miR-455-3p	RHOA	exonic,intronic,splicing	chr3
hsa-miR-423-5p	DAG1	exonic	chr3
hsa-miR-1229-3p	DAG1	UTR3	chr3
hsa-miR-425-5p	AMIGO3,GMPPB,RNF123	UTR3,UTR5,exonic,splicing	chr3
hsa-miR-193b-3p	AMIGO3,GMPPB,RNF123	UTR3,UTR5,exonic,splicing	chr3
hsa-miR-744-5p	IP6K1	UTR3	chr3
hsa-let-7b-5p	IP6K1	UTR3	chr3
hsa-let-7c-5p	IP6K1	UTR3	chr3
hsa-miR-125a-5p	IP6K1	UTR3	chr3
hsa-miR-125b-5p	IP6K1	UTR3	chr3
hsa-miR-93-5p	IP6K1	exonic	chr3
hsa-miR-26a-5p	IP6K1	exonic	chr3
hsa-miR-18a-5p	IP6K1	exonic	chr3
hsa-miR-19a-3p	IP6K1	exonic	chr3
hsa-miR-195-5p	CAMKV	exonic	chr3
hsa-miR-16-5p	CAMKV	exonic	chr3
hsa-miR-92a-3p	CAMKV	exonic	chr3
hsa-miR-23a-3p	CAMKV	exonic	chr3
hsa-miR-30c-5p	CAMKV	exonic	chr3
hsa-miR-30a-5p	CAMKV	exonic	chr3
hsa-miR-30d-3p	CAMKV	exonic	chr3
hsa-miR-30b-5p	CAMKV	exonic	chr3
hsa-miR-26a-5p	CAMKV	exonic	chr3
hsa-miR-92b-3p	GNAI2	exonic	chr3
hsa-miR-877-3p	GNAI2	exonic	chr3
hsa-miR-30e-5p	GNAI2	UTR3	chr3
hsa-miR-92a-3p	TUSC2	UTR3	chr3
hsa-miR-615-3p	TUSC2	UTR3	chr3
hsa-miR-21-5p	CYB561D2	UTR3	chr3
hsa-miR-455-3p	TMEM115	UTR3	chr3
hsa-miR-615-3p	TMEM115	UTR3	chr3
hsa-miR-182-5p	RBM15B	exonic	chr3
hsa-miR-93-3p	RBM15B	exonic	chr3
hsa-miR-615-3p	RBM15B	exonic	chr3
hsa-miR-92a-3p	RNA5SP132,TEX264	intronic,ncRNA_exonic	chr3
hsa-miR-1226-3p	ABHD14B,RP11-155D18.12	exonic,ncRNA_intronic	chr3
hsa-miR-760	RPL29	exonic	chr3
hsa-miR-331-3p	RPL29	exonic	chr3
hsa-miR-652-3p	RPL29	exonic,splicing	chr3
hsa-miR-92a-1-5p	RPL29	exonic,splicing	chr3
hsa-miR-92a-1-5p	RPL29	UTR5,exonic	chr3
hsa-miR-652-3p	RPL29	UTR5,exonic	chr3
hsa-let-7c-5p	DUSP7	UTR3,exonic	chr3
hsa-miR-34a-5p	ALAS1	exonic	chr3
hsa-miR-423-3p	ALAS1	UTR3,exonic	chr3
hsa-miR-17-5p	WDR82	UTR3	chr3
hsa-miR-193a-3p	WDR82	UTR3	chr3
hsa-miR-455-3p	NT5DC2	exonic	chr3
hsa-miR-484	NT5DC2	exonic	chr3
hsa-miR-423-3p	NT5DC2	exonic	chr3
hsa-miR-320a	NT5DC2	exonic,intronic,splicing	chr3
hsa-miR-221-3p	NT5DC2	exonic	chr3
hsa-miR-760	NT5DC2	exonic	chr3
hsa-let-7e-5p	NT5DC2	exonic	chr3
hsa-miR-877-3p	PBRM1	exonic,splicing	chr3
hsa-miR-615-3p	GNL3	exonic	chr3
hsa-miR-615-3p	PRKCD	exonic	chr3
hsa-miR-30c-5p	TKT	UTR3	chr3
hsa-miR-92a-3p	TKT	UTR3	chr3
hsa-miR-149-5p	TKT	exonic	chr3
hsa-miR-331-3p	TKT	exonic	chr3
hsa-miR-24-3p	DCP1A	UTR3	chr3
hsa-miR-484	SELK	UTR5,exonic	chr3
hsa-miR-27a-3p	CACNA2D3	intronic	chr3
hsa-miR-17-5p	CACNA2D3	intronic	chr3
hsa-miR-484	PDE12	exonic	chr3
hsa-miR-196b-5p	PDE12	UTR3	chr3
hsa-miR-1260b	PDHB	exonic	chr3
hsa-miR-19a-3p	PTPRG	intronic	chr3
hsa-miR-1269a	PTPRG	intronic	chr3
hsa-miR-17-5p	PTPRG	intronic	chr3
hsa-miR-181a-5p	PTPRG	intronic	chr3
hsa-miR-21-5p	PTPRG	intronic	chr3
hsa-miR-192-5p	PTPRG	intronic	chr3
hsa-miR-877-5p	SYNPR-AS1	ncRNA_intronic	chr3
hsa-miR-92a-3p	SYNPR-AS1	ncRNA_intronic	chr3
hsa-miR-25-3p	SYNPR-AS1	ncRNA_intronic	chr3
hsa-miR-877-3p	SYNPR-AS1	ncRNA_intronic	chr3
hsa-let-7a-5p	SYNPR-AS1	ncRNA_intronic	chr3
hsa-miR-17-5p	ATXN7	exonic	chr3
hsa-miR-423-5p	PSMD6	exonic	chr3
hsa-miR-92a-3p	MAGI1	intronic	chr3
hsa-miR-484	TMF1	exonic	chr3
hsa-miR-1914-5p	TMF1	exonic	chr3
hsa-miR-331-3p	TMF1	exonic	chr3
hsa-miR-362-5p	TMF1	exonic	chr3
hsa-miR-4324	TMF1	exonic	chr3
hsa-miR-92a-3p	TMF1	exonic	chr3
hsa-miR-424-5p	TMF1	exonic	chr3
hsa-miR-320a	FOXP1	exonic	chr3
hsa-miR-320a	FOXP1	exonic,splicing	chr3
hsa-miR-222-3p	FOXP1	exonic,intronic,splicing	chr3
hsa-miR-15b-5p	FOXP1	exonic,intronic,splicing	chr3
hsa-miR-106b-5p	RYBP	UTR3	chr3
hsa-miR-17-5p	PPP4R2	intronic	chr3
hsa-miR-106b-5p	RNU2-64P	ncRNA_exonic	chr3
hsa-miR-92a-3p	RNU2-64P	ncRNA_exonic	chr3
hsa-miR-17-5p	RNU2-64P	ncRNA_exonic	chr3
hsa-miR-17-5p	AC128653.1,RN7SL294P	intergenic	chr3
hsa-miR-660-5p	ROBO2	intronic	chr3
hsa-miR-25-3p	ROBO1	exonic	chr3
hsa-miR-196a-5p	PROS1	intronic	chr3
hsa-miR-885-5p	AC108697.1,AC108739.1	intergenic	chr3
hsa-miR-30a-5p	EPHA6	intronic	chr3
hsa-miR-92a-3p	EPHA6	intronic	chr3
hsa-miR-20a-5p	CRYBG3,MINA	UTR3	chr3
hsa-miR-93-5p	CRYBG3,MINA	UTR3	chr3
hsa-miR-17-5p	CRYBG3,MINA	UTR3	chr3
hsa-miR-92a-3p	CLDND1	UTR3	chr3
hsa-miR-26a-5p	CLDND1	UTR3	chr3
hsa-miR-365a-3p	AC021660.1,ST3GAL6-AS1	intergenic	chr3
hsa-miR-17-5p	DCBLD2	UTR3	chr3
hsa-miR-106a-5p	DCBLD2	UTR3	chr3
hsa-miR-342-3p	TOMM70A	UTR3	chr3
hsa-miR-30c-5p	TOMM70A	UTR3	chr3
hsa-miR-23a-3p	TOMM70A	exonic	chr3
hsa-miR-130a-3p	TOMM70A	exonic	chr3
hsa-miR-320a	TOMM70A	intronic	chr3
hsa-miR-17-5p	TOMM70A	intronic	chr3
hsa-miR-193b-3p	TFG	intronic	chr3
hsa-miR-331-3p	TFG	intronic	chr3
hsa-miR-4279	TFG	intronic	chr3
hsa-miR-92a-3p	TFG	exonic	chr3
hsa-miR-193b-3p	TFG	exonic	chr3
hsa-miR-26a-5p	TFG	exonic	chr3
hsa-miR-194-5p	TRMT10C	exonic	chr3
hsa-miR-21-5p	TRMT10C	exonic	chr3
hsa-miR-320a	ZBTB11	exonic,splicing	chr3
hsa-miR-17-5p	ZBTB11	exonic,splicing	chr3
hsa-miR-92a-3p	CEP97	UTR3	chr3
hsa-miR-320a	CBLB	intronic	chr3
hsa-miR-320e	CBLB	intronic	chr3
hsa-miR-194-5p	CBLB,Y_RNA	intergenic	chr3
hsa-miR-19a-3p	CBLB,Y_RNA	intergenic	chr3
hsa-miR-122-5p	BBX	exonic,splicing	chr3
hsa-miR-92a-3p	BBX	UTR3	chr3
hsa-miR-92b-3p	BBX	UTR3	chr3
hsa-miR-17-5p	BBX	UTR3	chr3
hsa-miR-181b-5p	KIAA1524	exonic	chr3
hsa-miR-362-5p	SLC35A5	exonic,intronic,splicing	chr3
hsa-miR-32-5p	SLC35A5	exonic,intronic,splicing	chr3
hsa-miR-423-5p	SPICE1	exonic	chr3
hsa-miR-26a-5p	NAA50	UTR3	chr3
hsa-miR-1229-3p	NAA50	UTR3	chr3
hsa-miR-15a-5p	NAA50	UTR3,exonic,splicing	chr3
hsa-miR-26a-5p	ATP6V1A	UTR3,exonic	chr3
hsa-miR-361-5p	ATP6V1A	UTR3	chr3
hsa-miR-320a	GRAMD1C	intronic	chr3
hsa-miR-15b-5p	QTRTD1	UTR3	chr3
hsa-miR-27a-3p	RP11-553L6.5	ncRNA_exonic	chr3
hsa-miR-17-5p	RP11-553L6.5	ncRNA_exonic	chr3
hsa-miR-16-5p	RP11-553L6.5	ncRNA_exonic	chr3
hsa-miR-18a-5p	RP11-553L6.5	ncRNA_exonic	chr3
hsa-miR-17-5p	MIR568,RP11-553L6.5	upstream	chr3
hsa-miR-106b-5p	MIR568,RP11-553L6.5	upstream	chr3
hsa-miR-19a-3p	MIR568,ZBTB20	intergenic	chr3
hsa-miR-455-3p	ZBTB20	downstream	chr3
hsa-miR-320a	ZBTB20	exonic	chr3
hsa-miR-30c-5p	TIMMDC1	exonic	chr3
hsa-miR-17-3p	TIMMDC1	UTR3	chr3
hsa-miR-425-5p	GSK3B	UTR3	chr3
hsa-miR-92a-3p	GSK3B	intronic	chr3
hsa-miR-126-3p	LRRC58	UTR3	chr3
hsa-miR-186-5p	LRRC58	UTR3	chr3
hsa-miR-23a-3p	LRRC58	UTR3,exonic	chr3
hsa-miR-877-5p	LRRC58	UTR3,exonic	chr3
hsa-let-7b-5p	FSTL1	UTR3	chr3
hsa-let-7f-5p	GTF2E1	exonic	chr3
hsa-miR-92a-3p	GTF2E1	UTR3	chr3
hsa-miR-17-5p	POLQ	UTR3	chr3
hsa-miR-106b-5p	POLQ	UTR3	chr3
hsa-miR-16-5p	RP11-299J3.8	ncRNA_intronic	chr3
hsa-miR-23a-3p	DIRC2	intronic	chr3
hsa-miR-27a-3p	DIRC2	intronic	chr3
hsa-miR-30c-5p	ZNF148	UTR3	chr3
hsa-let-7b-5p	ZNF148	UTR3	chr3
hsa-miR-320a	ZNF148	exonic	chr3
hsa-miR-20a-5p	ZNF148	exonic	chr3
hsa-miR-615-3p	OSBPL11	exonic	chr3
hsa-miR-20a-5p	PLXNA1	UTR3	chr3
hsa-miR-17-5p	PLXNA1	UTR3	chr3
hsa-miR-30c-5p	PLXNA1	UTR3	chr3
hsa-miR-501-3p	MCM2	exonic	chr3
hsa-miR-32-5p	MCM2	exonic	chr3
hsa-miR-33a-5p	MCM2	exonic	chr3
hsa-miR-500a-5p	MCM2	exonic	chr3
hsa-miR-423-3p	MCM2	exonic	chr3
hsa-miR-615-3p	MCM2	exonic	chr3
hsa-miR-151a-5p	MGLL	UTR3	chr3
hsa-miR-16-5p	SEC61A1	exonic	chr3
hsa-miR-218-5p	SEC61A1	UTR3	chr3
hsa-miR-30a-5p	SEC61A1	UTR3	chr3
hsa-miR-103a-3p	RPN1	exonic	chr3
hsa-miR-130a-3p	RPN1	exonic	chr3
hsa-miR-24-3p	RPN1	exonic,intronic,splicing	chr3
hsa-miR-92a-3p	RPN1	exonic	chr3
hsa-miR-26a-5p	CNBP	UTR3	chr3
hsa-miR-877-3p	CNBP	UTR3	chr3
hsa-let-7e-5p	CNBP	UTR5,exonic	chr3
hsa-let-7a-5p	CNBP	UTR5,exonic	chr3
hsa-let-7e-5p	CNBP	UTR5	chr3
hsa-let-7a-5p	CNBP	UTR5	chr3
hsa-let-7e-5p	COPG1	exonic	chr3
hsa-miR-27a-3p	COPG1	UTR3	chr3
hsa-miR-18a-3p	TMCC1	UTR3	chr3
hsa-miR-374a-5p	TMCC1	UTR3	chr3
hsa-miR-186-5p	PIK3R4	exonic	chr3
hsa-let-7f-5p	ASTE1	exonic	chr3
hsa-miR-25-3p	MRPL3	exonic,intronic,splicing	chr3
hsa-miR-484	MRPL3	exonic,intronic,splicing	chr3
hsa-miR-106b-5p	DNAJC13	exonic,intronic,splicing	chr3
hsa-miR-122-5p	DNAJC13	exonic,intronic,splicing	chr3
hsa-miR-19b-3p	DNAJC13	UTR3	chr3
hsa-miR-30c-5p	CDV3	UTR3	chr3
hsa-miR-130a-3p	CDV3	UTR3	chr3
hsa-miR-26a-5p	CDV3	UTR3	chr3
hsa-miR-92a-3p	CDV3	UTR3	chr3
hsa-miR-33b-5p	TF	exonic,intronic,splicing	chr3
hsa-miR-194-5p	TF	exonic,intronic,splicing	chr3
hsa-miR-93-3p	TF	exonic,intronic,splicing	chr3
hsa-miR-93-5p	TF	intronic	chr3
hsa-miR-33a-5p	TF	intronic	chr3
hsa-miR-378a-3p	TF	intronic	chr3
hsa-miR-574-3p	TF	intronic	chr3
hsa-miR-320a	SRPRB	UTR3	chr3
hsa-miR-30b-5p	RPL39P5	ncRNA_intronic	chr3
hsa-miR-17-5p	PPP2R3A	UTR3	chr3
hsa-miR-20a-5p	PPP2R3A	UTR3	chr3
hsa-miR-194-5p	MSL2	UTR3	chr3
hsa-miR-30a-5p	MSL2	UTR3	chr3
hsa-miR-92a-3p	MSL2	UTR3	chr3
hsa-miR-30d-5p	MSL2	UTR3	chr3
hsa-miR-16-5p	MSL2	exonic	chr3
hsa-miR-22-3p	MSL2	exonic	chr3
hsa-miR-130a-3p	IL20RB,NCK1	intergenic	chr3
hsa-miR-92a-3p	DBR1	exonic,splicing	chr3
hsa-let-7a-3p	ARMC8	UTR5	chr3
hsa-let-7f-5p	ARMC8	UTR5	chr3
hsa-let-7c-5p	ARMC8	exonic	chr3
hsa-miR-18a-5p	ARMC8	UTR3	chr3
hsa-miR-374a-5p	ARMC8	UTR3	chr3
hsa-miR-19a-3p	PIK3CB	UTR3	chr3
hsa-miR-877-3p	COPB2	exonic	chr3
hsa-miR-17-5p	RBP1	exonic	chr3
hsa-miR-222-3p	SLC25A36	exonic	chr3
hsa-miR-194-5p	SLC25A36	exonic,intronic,splicing	chr3
hsa-miR-20a-5p	RP11-438D8.2	ncRNA_intronic	chr3
hsa-miR-17-5p	RP11-438D8.2	ncRNA_intronic	chr3
hsa-miR-106b-5p	RP11-438D8.2	ncRNA_intronic	chr3
hsa-miR-186-5p	PLS1	exonic	chr3
hsa-miR-17-5p	PLS1	exonic	chr3
hsa-miR-320a	PLS1	UTR3	chr3
hsa-miR-182-5p	PCOLCE2	UTR3	chr3
hsa-miR-15b-5p	C3orf58	UTR3	chr3
hsa-miR-101-3p	C3orf58	UTR3	chr3
hsa-miR-374a-5p	C3orf58	UTR3	chr3
hsa-miR-17-5p	RNA5SP144,RP11-88H10.2	intergenic	chr3
hsa-miR-20a-5p	RNA5SP144,RP11-88H10.2	intergenic	chr3
hsa-miR-183-5p	RP11-274H2.2	ncRNA_intronic	chr3
hsa-miR-320a	RP11-274H2.2	ncRNA_intronic	chr3
hsa-miR-30b-5p	RP11-274H2.2	ncRNA_intronic	chr3
hsa-miR-24-3p	RP11-274H2.2	ncRNA_intronic	chr3
hsa-miR-130b-3p	PLOD2,RP11-274H2.2	exonic,ncRNA_intronic,splicing	chr3
hsa-miR-425-5p	PLOD2,RP11-274H2.2	exonic,ncRNA_intronic,splicing	chr3
hsa-miR-17-5p	PLOD2	intronic	chr3
hsa-miR-18a-3p	PLSCR1	exonic	chr3
hsa-miR-10a-5p	PLSCR1	exonic	chr3
hsa-miR-335-5p	RP11-649A16.1	ncRNA_intronic	chr3
hsa-miR-374b-5p	RP11-649A16.1	ncRNA_intronic	chr3
hsa-miR-455-3p	RP11-649A16.1	ncRNA_intronic	chr3
hsa-miR-221-3p	RP11-649A16.1	ncRNA_intronic	chr3
hsa-miR-33a-5p	RP11-649A16.1	ncRNA_intronic	chr3
hsa-miR-320a	RP11-649A16.1	ncRNA_intronic	chr3
hsa-miR-24-3p	RP11-649A16.1	ncRNA_intronic	chr3
hsa-miR-194-5p	RP11-649A16.1	ncRNA_intronic	chr3
hsa-miR-532-5p	RP11-649A16.1	ncRNA_intronic	chr3
hsa-miR-16-5p	RP11-649A16.1	ncRNA_intronic	chr3
hsa-miR-122-5p	RP11-649A16.1	ncRNA_intronic	chr3
hsa-miR-374a-5p	RP11-649A16.1	ncRNA_intronic	chr3
hsa-miR-222-3p	RP11-649A16.1	ncRNA_intronic	chr3
hsa-miR-20a-5p	ZIC1,ZIC4	intronic	chr3
hsa-miR-130a-3p	ZIC1,ZIC4	intronic	chr3
hsa-let-7b-5p	GYG1	exonic	chr3
hsa-miR-19a-3p	CP,HPS3	UTR3	chr3
hsa-miR-30a-5p	CP,HPS3	UTR3	chr3
hsa-miR-26a-5p	WWTR1	intronic	chr3
hsa-miR-615-3p	COMMD2	UTR3	chr3
hsa-miR-21-5p	COMMD2	UTR3	chr3
hsa-miR-100-5p	PFN2	UTR3	chr3
hsa-miR-15b-5p	TSC22D2	intronic	chr3
